Name,Hours-worked,Hourly-rate
Ashley Garcia,57,37.38
Christopher Mcknight,52,47.98
Jesse Williams,34,31.77
Andre Jimenez,50,61.73
Abigail Turner,35,16.27
Mary Taylor,28,45.11
Jerome Davis,22,65.44
Susan Davenport,23,34.18
Stephen Bell,26,67.15
Angela Hamilton,39,69.19
Jeffrey Silva,42,68.43
Joshua Clark,23,49.86
Anthony Rogers,51,33.17
Jeanne Lopez,44,54.73
Cassidy Waller,37,67.2
Miss Christina Guerra DDS,50,10.27
Leonard Cooper,58,37.56
Joshua Lee,39,29.89
Andrew Wood,28,38.49
Arthur Perez,51,59.31
Stephen Coleman,42,48.35
Keith Roach,51,44.63
Christopher Harmon,55,61.95
David Savage,59,74.35
Charles Mitchell,25,36.71
Olivia Jones,49,61.48
Amy Garcia,43,32.91
Benjamin Butler,27,36.8
Dr. Theresa Hoover,45,12.15
Dean Brown,37,72.93
Christina Shaffer,23,59.64
Nicole Gray,29,33.39
Colton Johnson,20,27.66
Katherine Hunt,20,73.18
Cynthia Henry,21,57.07
Robert Campos,43,61.02
Valerie Park,57,37.36
Jessica Whitaker,58,60.53
Marissa Wilson,55,54.45
Barbara Kelley,38,68.78
Theresa Prince,57,54.34
Linda Browning,57,10.12
Jason Kemp,30,65.34
Robert Barnes,46,70.96
Jared Richardson,32,66.73
Ryan Thompson,34,72.81
Raymond Morris,23,21.07
Krista Wright,32,21.9
Amy Huber,45,51.79
Scott Spears,20,36.61
Gregory Clark,45,23.82
William Jackson,60,67.03
Cynthia Ashley,38,46.26
Mary Parsons,52,45.43
Kayla Vazquez,48,17.96
Alexandria Bush,37,21.64
Kimberly Nicholson,39,63.03
Michael Miller,30,20.9
Allison Rivera,30,13.93
Darren Burgess,38,61.52
Nathaniel Hall,38,14.87
Patrick Pacheco,57,59.25
Anita Williamson,49,34.83
Krystal Pope,47,22.07
Michelle Wallace,49,72.92
Peter Riley,27,39.89
Renee Fox,51,74.85
Sandra Hodge,25,26.74
Ricky Mayo,21,25.18
Derrick Lewis,56,13.31
Richard Hicks,54,63.11
Adrian Johnson,27,64.86
Christian Perez,27,16.18
Kendra Thomas,39,42.41
Ricky Thompson,24,60.21
Scott Copeland,50,54.67
Dawn Taylor,30,59.59
Lisa Norman,51,48.0
Jordan Perry,26,30.42
Holly Burns,34,12.3
Andrew Brown,37,68.27
Martha Walker,31,61.31
Wanda Patterson,39,57.16
Sonya Hardin,27,30.15
Joseph Williams,38,57.19
Susan Butler,27,25.06
Daniel Koch,29,42.93
Mark Brown,58,70.73
Ronald Williams,25,35.84
Robert Black,40,42.45
Jacob Walton,35,34.69
Nancy Baker MD,26,10.85
Jennifer Gibbs,59,57.05
Heather Harrison,40,33.62
Carrie Davidson,33,48.2
Jeremy Johnson,32,70.35
Jennifer Miller,53,23.15
Brittany Baker,37,69.43
David Roth,46,39.52
Diane Holder,29,63.55
Mr. John Smith DDS,60,13.96
Lauren Ruiz,22,50.47
Sonya Paul,33,39.11
Stephanie Castillo,54,51.71
Janet Jordan,53,29.56
Aaron Caldwell,27,40.05
Chelsea Dixon,55,10.08
Laura Harper,23,42.17
Stephanie Ramirez,27,70.29
Meghan Jordan,56,15.1
Thomas Ross,38,24.93
Donna Ward,50,36.67
Molly Gutierrez,32,14.0
Janet Richardson MD,45,27.04
Jeremy Richards,53,56.17
Amanda Bradford MD,29,29.36
Kenneth Melendez,27,50.48
Mr. George Parks DDS,60,36.92
Ashlee Blackwell,36,46.73
Christine Perez,40,31.79
Jonathan Fernandez,52,41.63
Amy Rice,21,69.86
Allen Hernandez,26,60.1
Brandy Hill,37,18.97
Tyler Wang,35,29.45
Robert Wilson,43,31.41
Joseph Johns,39,72.49
Crystal Tran DDS,43,35.13
Karen Kane,37,71.74
Ronald Lee,40,55.87
Richard Taylor,52,45.46
Amy Mathews,20,34.95
Justin Clark,24,69.32
Adrian Salazar,36,11.26
Johnny Fowler,20,61.18
Felicia Perez,39,15.6
Todd Craig,20,12.12
Timothy Reed,23,26.22
Phillip Reynolds,56,42.44
Justin King,41,31.64
Matthew Dominguez PhD,35,28.84
Patrick Johnson,52,46.65
John Kelly,55,46.89
James Harrington,36,51.01
Eric Hughes,27,42.17
Patrick Cisneros,36,43.83
Richard Stevens MD,22,18.22
Steven Edwards,46,42.24
Johnny Moody,39,30.2
Joseph Charles,53,52.21
Robert Greene,51,35.6
Richard Scott,44,31.77
Cory Vance,56,63.32
Mary Rose,22,52.14
Melissa Aguilar,30,62.32
Steven Mccarthy,31,36.22
Tony Cuevas,52,62.26
Jennifer Hernandez,22,16.79
Erin Pacheco,42,57.95
Adam Wheeler,20,41.49
Elijah Hughes,60,70.49
Robert Lewis,60,34.95
Katherine Lin,40,14.4
William Schneider,23,31.26
Alyssa Foster,54,20.81
Ashlee Parker,21,40.06
Kevin Wilson,31,14.38
Nathan Moran,33,38.81
Stacy King,43,38.39
Christopher Yu,59,44.29
Matthew Garcia,29,48.19
Annette Jordan,37,17.83
Erin Wilson,27,52.93
Elizabeth Austin,36,24.63
Gabriel Potts,40,17.93
Antonio Miller,57,17.52
Brandon Norris,30,62.43
Brenda Marsh,26,59.03
Douglas Tate,59,48.95
Alexandra Rodriguez,28,49.76
Tina Sims,22,17.27
Virginia Ward,41,61.58
Ernest Horne,58,31.62
Mrs. Anna Ibarra,44,48.83
Kimberly Adams,47,56.35
Sheri Allen,39,21.27
Nicole Rivera,60,67.28
Maria Juarez,26,49.57
Vanessa Ferrell,33,71.69
Paula Rogers,55,57.06
Thomas Bailey,30,54.5
Tiffany Harrington,41,22.27
Patricia Griffith,38,57.85
Caitlin Sanchez,33,57.73
Joshua Galloway,52,19.53
Matthew Snyder,33,11.05
Corey Powell,53,68.89
David Reynolds,47,28.35
Michael Bell,55,64.16
John Bell,28,46.98
Tiffany Wolfe,20,20.76
Mark Diaz,33,18.93
Lisa Holden,42,29.39
Andrea Garcia,39,44.79
Theresa Osborne,29,51.89
Caroline Zhang,27,38.14
Stacey Dixon,43,70.67
Ashley Clark,37,39.66
Zachary Cline,45,37.84
Timothy Johnson,54,70.72
Megan Perez,45,65.26
Crystal Arnold,24,26.08
Elizabeth Rose,33,16.25
Michael Miles,42,41.13
Sarah Jarvis,47,54.83
Carlos Mitchell,52,60.29
David Byrd,22,69.64
Sheryl Buck MD,46,65.59
Linda Kim,21,21.42
Dennis Shaw,59,40.36
Wanda Davis,45,27.02
William Weber,53,20.99
Maurice Mcclain,25,53.71
Natalie Harper DDS,42,30.17
Timothy Pruitt,43,52.08
Julie Schneider,55,18.3
Elizabeth Martin,34,45.96
Dr. Brian Carroll,38,57.72
Debra Collins,55,39.91
Dr. Brittany Black,42,44.01
Barbara Duncan,37,51.29
Cody Schneider,54,71.41
Ian Gonzalez,54,55.0
Robert Riley,49,73.39
Bryan Zimmerman,52,66.08
Kathleen Harris,39,61.96
Nicole Hughes,21,23.2
Taylor Mccall PhD,43,70.39
Sierra Gray,29,71.53
Karen Woodward,59,18.09
Austin Gill,39,19.21
Donald Freeman,25,28.74
Alexander Collier,56,37.91
Michelle Holmes,25,35.96
Tiffany Lopez,26,50.49
Jonathan Nguyen,46,39.95
Victoria Sanchez,22,32.01
Amy Robinson,26,19.88
Amanda Reynolds,35,57.08
Kyle Williams,23,65.82
Nathaniel Ramirez,46,62.09
Laura Wright,35,70.38
Jesse Rhodes,54,14.35
Mary Little,53,15.27
William Shaw,51,66.57
Autumn Stewart,49,43.49
Kelsey Hill,43,69.52
Dr. Julie Nelson,47,45.25
Angela Todd,54,11.49
Cynthia King,34,17.12
Barbara Padilla,24,74.32
Carmen Smith,21,10.25
Mackenzie Diaz,35,54.73
Megan Thompson,23,38.5
Kristina Brooks,53,62.95
Justin Garza,27,19.77
Jeffrey Cole,22,67.28
Thomas Barrett,29,20.04
Angelica Smith,60,16.39
Randy Gray,59,45.53
Lori Harris,28,22.66
Meghan Mendoza,38,44.21
Jennifer Roy,25,61.76
Teresa Moore,56,41.62
Jacob Coleman,48,49.7
Ryan Hart,30,18.4
Paul Lawson,54,66.33
Crystal Aguilar,38,44.55
Kevin Guerra,37,33.52
Robert Osborn,51,72.63
Mary Gillespie,26,40.71
Jared Holmes,23,32.37
Katherine Phillips,28,27.39
Justin Christian,53,29.68
Mr. Joshua Rodgers DVM,43,68.32
Caleb George,32,38.01
Deborah Vance,36,18.03
Dean Graham,22,10.55
Steven Henry,29,22.67
Maria Foster,56,72.17
William Thompson,23,18.58
Samuel Meyer,35,10.01
Regina Butler,23,37.0
Ashley Cooper,60,11.61
Timothy Cooper,49,11.22
Monica Smith,60,49.1
Thomas Valentine,42,23.29
William Hart,53,47.34
Martha Williams,23,13.4
Joy Fox,21,21.25
Henry Price,28,23.86
Frances Collins,46,66.51
Sarah Fernandez,54,16.74
Grace Conrad,36,70.67
Kendra Ochoa,38,22.44
Deborah Campbell,21,67.74
Kelly Dougherty,56,69.91
Katherine Lewis,29,20.2
Matthew Peters,34,14.08
Denise Long,28,42.85
Krista Hurst,60,46.52
Joanna Johnson,32,59.22
Nicole Kramer,31,37.57
Lisa Scott,30,14.01
Tracey Howard,49,59.7
Isaac Cook,53,73.36
Frank Mann,22,67.27
Ronald Norton,59,18.16
Erin Moore,40,59.03
Bradley Summers,53,23.63
Jessica Jones,30,69.35
Mark Richard,50,42.33
Dylan Castro,35,12.15
Justin Lopez,24,49.9
Lindsay Dunn,49,51.84
Jennifer Garcia,43,60.56
Deborah Bowman,20,23.3
Samantha Stewart,52,60.14
Haley Garza,35,24.07
Anna Myers,53,29.93
Hunter Baker,37,12.29
James Hernandez,29,61.52
Rhonda Brown,46,60.96
Daniel Smith,30,53.24
Maria Harrison,30,65.62
Susan Smith,43,47.67
Casey Sandoval,29,74.19
Matthew Schmidt,34,17.65
Tony Phillips,32,62.37
David Huerta,35,43.24
Gary Smith,20,19.9
Joseph Robinson,60,73.49
Johnny Nelson,24,30.32
Christian Little,51,47.75
Susan Tyler,36,19.26
Timothy Powell,44,26.67
Alicia Carroll,24,54.48
Brian Powell,54,64.29
Ronnie Carter,27,68.09
Samantha Cook,20,47.33
Jaime Kelly,49,32.22
Zachary Calderon,27,40.22
Sandra Morgan,31,11.91
Amy Carlson,49,46.35
Kristina Monroe,51,26.54
Michael Jimenez,26,68.77
Timothy Davis,54,30.49
Jill Hall,42,54.47
Bruce Owens,51,29.97
Christopher Vincent,26,51.34
Andrew Cortez,24,67.9
Grace Campbell,38,74.13
Victor Davis,28,56.56
Janet Bailey,49,18.35
Crystal Hunter,58,15.65
Kelly Owens,55,22.29
Marcus Walter,46,44.91
Melissa Brown,57,49.18
Michael Marks,27,52.64
Jennifer Warren,40,13.89
Mark Silva,24,37.17
Marc Fowler,48,54.06
Teresa Erickson,26,19.87
Timothy Bentley,26,11.85
Jennifer Morgan,30,56.32
Joseph Brown,21,39.53
Michelle Griffin,37,16.39
David Sparks,20,15.95
Kristen Thomas,23,31.51
Stephanie Merritt,37,25.05
Kerry Williamson,45,51.42
Michael Mills,42,25.45
Alexandra Rodriguez,27,53.06
Benjamin Perez,23,40.33
Dennis Williams,40,10.71
Joseph Garner,24,44.63
Mitchell White,37,72.02
Tina Smith,27,69.22
Brittney Hunter,51,20.02
Caleb Miller,42,26.82
Cindy Smith,43,27.15
Fernando Black,29,66.97
Zachary Kennedy,26,39.3
Jose Harper,30,58.67
Kevin Shaffer,50,63.73
Johnathan Garcia,24,16.14
Lisa Lucas,28,29.4
Michael Wood,38,10.73
Margaret Morrow,41,34.43
Rebecca Sanchez,30,49.1
Greg Hudson,50,33.32
Tanya White,49,15.68
Charles Marquez,34,32.4
Regina Miller,42,44.74
John May,22,65.07
Joshua Brown,25,34.9
Brandon Leon,25,11.82
Angel Roberts,60,43.57
Lauren Hodges,52,54.09
Christine Yates,45,37.83
Timothy Rush,50,51.06
Bryan Burgess,59,43.52
Krystal Roy,22,72.18
Lori Ruiz,33,35.28
Tina Reyes,30,23.23
Jacqueline Mcclure,38,22.23
Mr. George Randall,41,70.41
Adam Munoz,36,42.02
Vincent Matthews,60,55.59
James Harris,27,44.62
Shelly Carroll,43,25.44
Vanessa Ramos,21,62.87
Kenneth Hunter,52,68.3
Tina Simon,43,30.97
Gary Turner,54,68.54
Debbie Hicks,40,64.05
Angela Chapman,20,48.77
Andrea Mcdonald,57,61.55
Carol Frazier,44,43.5
Tyler Gregory,58,66.52
Danielle Martinez,22,59.49
Jennifer Chavez,56,32.87
Jennifer Bean,41,15.74
Stacy Gonzalez,24,29.3
John Jennings,23,29.38
Danielle Johnson,37,74.33
Gloria Smith,47,58.93
Sierra Walton,45,23.33
Melissa Park,39,18.35
Gregory Archer,50,53.76
James Evans,48,63.73
Justin Oliver,40,25.58
Shawn Nichols,60,53.38
Laurie Mason,23,41.62
David Daniels,58,56.65
Heather Lindsey,48,44.78
Aaron Andrews,37,56.15
Joshua Avery,49,44.34
Tanya Gonzalez,36,44.01
Terrence Gaines,24,34.75
Alexandra Clark,41,67.05
Michelle Dunn,42,44.54
Jose Holder,51,65.63
Larry Moore,44,42.87
Elizabeth Owens,51,31.97
Mr. Derek Tate,40,65.5
Chelsea Walker,35,56.62
David Gutierrez,47,31.49
Robert Smith,25,68.67
Suzanne Reese,46,54.3
Emily Terry,40,66.23
Timothy Marshall,58,29.4
Mary Davis,24,67.02
Sharon Greer,47,27.5
Mr. Craig Taylor III,48,48.19
Madison Acosta,43,20.37
Christina Erickson,35,27.15
Jaime Fox,34,20.65
Gregory Brown,25,29.07
Renee Ellis,52,35.61
Jacob White,55,50.5
Eric Mccoy,40,32.22
Elizabeth Graham,59,48.78
Laura Bean,48,66.94
Taylor Jones,56,25.74
Suzanne Atkinson,44,36.29
Logan Jones,25,65.9
David Hines,36,27.38
Shelly Patterson,48,47.52
Kristen Blackwell,58,21.81
Jonathan Mckinney,56,42.89
Zachary Roberts,37,26.41
Robert Washington,52,14.01
Katherine Rivera,23,12.83
Dylan Erickson,43,23.53
Ronald Coleman,33,28.99
Jessica Martinez,35,18.75
Sharon Spencer,28,35.38
Melissa Potter,24,49.07
Michelle Lopez,22,66.26
Charles Gray,40,62.94
Mary Weeks,40,61.65
Cody Perez,49,55.68
Jade Singh,55,50.98
Angela Ross,36,20.79
Richard Bell,27,44.22
Christopher Hamilton,32,64.83
Jacob Butler,60,61.13
Kevin Graham,37,28.71
Kevin Miller,27,63.16
Randall Garcia,52,65.68
Marissa Lopez,25,68.46
Caleb Garcia,59,32.43
Billy Black,26,66.01
Marc Flynn,58,57.06
Beth Mercer,45,58.83
Kim Reid,50,58.14
Jenna Scott,47,74.39
Sherri Horn,26,45.51
Michele Medina,28,18.06
Amy Cabrera,44,27.23
Kevin Knox,38,41.51
Greg Williams,51,61.44
Kevin Yoder,31,70.94
Christopher Hubbard,39,17.9
Mark Ramirez,33,15.85
Erika Garrett,28,20.39
Kerry Sweeney,55,50.44
Robert Moore,42,14.95
Joshua Curry MD,44,16.99
Samuel Rodriguez,33,44.43
James Miller,29,43.7
Jeffrey Martinez,33,27.18
John Luna,34,55.82
Deborah Evans,60,28.32
Madison Tucker,54,16.07
Brandon Harrison,59,52.7
Jeff Vargas,55,60.87
James Molina,44,12.78
Earl Williams,35,61.92
Laura Mccarty,47,58.82
Elizabeth Everett,53,31.41
Kelly Riley,53,38.81
Jessica Garner,47,62.83
Aaron Ayala,51,67.94
Carlos King,23,53.65
Rickey Robinson PhD,40,74.3
Valerie Miller,55,22.18
Rachael Novak,29,74.55
Anita Martin,55,39.12
Kimberly Long MD,25,12.3
Jeremy Wang,24,65.4
Brian Hill,30,71.14
John Watson,53,10.87
Janet Burke,51,15.61
Jodi Parker,41,71.37
Tara Anthony,24,19.19
Jamie Larsen,31,11.95
Vanessa Williams,29,45.0
Nicole Colon,49,20.85
Phillip Harrington,60,17.23
Kevin Nelson,23,65.21
Corey Scott,40,51.59
Anthony Rodriguez,37,11.06
Charles Barajas,37,45.76
Jason Prince,41,36.34
Joseph York,58,56.55
Ms. Stephanie Powell,42,19.44
Ashley Campbell,58,24.06
Ashley Garcia,27,23.37
Brandi Johnson,44,48.98
Anthony Cunningham,21,20.61
Beth Andrews,51,44.99
George Sheppard,29,44.09
Dwayne Howe,41,20.73
Lori Williams,38,71.76
Johnny Gibson,54,59.48
Jamie Bautista,22,11.86
Zachary Taylor,32,10.12
Sandra Butler,45,13.76
Joy Wilkins,56,33.07
Dr. Jill Page MD,31,53.3
William Salazar,24,24.37
Melanie Barrera,39,72.51
Lauren Cooper,37,69.91
Jerry Gutierrez,36,34.64
Matthew Duffy,52,74.69
Benjamin Walsh,36,70.8
Erika Mcguire,45,30.32
Tracey Perry,43,35.64
Darrell Benson,32,45.09
Chad Vance,38,13.49
Amanda Williams,33,58.92
Sandra Cummings,52,13.96
Andrea Hernandez,32,69.2
Stacy Evans,59,68.11
Derek Green,29,37.95
Johnny Schmitt Jr.,20,11.82
Amanda Dixon,30,67.94
Brian Hooper,22,38.11
Daniel Stewart,60,22.53
Jeffrey Reid,35,22.32
Jesse Reyes,56,70.16
Brett Hood,31,36.57
Adrienne Williams,59,41.82
Stephanie Francis,43,24.61
Victoria Nelson,46,34.24
Paul Anthony,39,66.25
Zachary Burke,37,16.89
Deanna Smith,41,22.84
Jacob Kelley,51,30.2
Dr. Michael Washington DVM,21,45.15
Deborah Richardson,42,23.46
Nicole Martinez,50,18.93
Adam Jordan,56,15.2
Richard Barajas,37,29.45
Amber Contreras,28,73.37
Vanessa Walker,38,22.17
David Cannon,41,46.82
Jay Gill,38,55.62
Cassandra Johnson,53,55.72
Elizabeth Harper,28,36.88
Kristina Wilson,46,67.22
Richard Willis,38,51.21
Antonio Perez,33,50.06
Tracey Woodard,20,64.83
Curtis Sexton,40,71.15
Donna Griffith,40,21.62
Kevin Knight,42,42.4
Kathleen Wong,21,11.71
Joseph Johnston,36,69.27
Jamie Ford,33,31.55
Eric Olson,42,71.66
Victor Miller,55,66.55
Gary Espinoza,41,15.45
Eric Greene,20,54.92
Shannon Acosta,54,49.06
Valerie Finley,45,14.98
Nicholas Mclaughlin,27,71.07
Jennifer Clayton,23,32.38
Amy Lopez,25,31.0
Tiffany Macias,25,49.74
William Oneal,54,32.3
Emily Green,50,17.43
John Brown,49,26.2
Rachel Bryant,60,54.87
Renee Branch,27,16.48
Laura Lyons,43,16.01
James Moyer,49,19.78
Timothy Phillips,56,54.99
Jeff Blankenship,50,21.51
Kenneth Brown,51,48.81
Johnny Flores,52,61.04
Michael Ballard,51,54.81
Kevin Rodriguez,20,58.5
Wesley Arias,26,69.61
Kelsey Silva,36,11.66
Ian Santana,52,55.39
Isaac Wade,59,31.13
Alex Wagner,39,34.77
Nicholas Price,38,31.7
Joseph Nguyen,39,21.75
Benjamin Scott,40,34.87
Rachel Ward,37,54.21
Crystal Norman,44,52.75
Ashley Howard,41,54.74
Janet Smith,49,63.75
Kathleen Spears,22,73.47
Christian Lindsey,58,19.63
Deborah Perez,34,56.73
Clinton Singh,47,59.63
Troy Little,47,22.08
Kaitlyn Mcdaniel,40,16.33
John Mercado,53,38.91
Miguel Flores,40,20.33
Mrs. Stephanie Johnson,22,46.5
Travis Jones,27,12.22
Eric Jones Jr.,26,44.77
Rebecca Lozano,56,63.07
Christina Rogers,34,34.97
Joshua Johnson,34,72.01
Dominique Cruz,46,36.1
Kenneth Campbell,23,45.41
Martin Smith,23,52.09
Shelley Henderson,57,25.58
John Guzman,31,63.73
Paul Jacobs,59,10.3
Jackson Long,54,24.01
Donald Jones,46,30.45
Samantha Schultz,58,66.81
Anthony Brown,60,38.26
Daniel Bates,27,12.15
David Walton,60,27.92
James Fisher,54,66.29
Matthew Barron,45,13.42
Monica Burns,57,23.76
Travis Bryan,28,16.6
Michael Hoffman,55,28.61
Cynthia Curtis,47,56.08
James Diaz,37,62.14
Kathryn Wolfe,32,26.93
James Orr,44,29.12
Brandon Evans,50,54.02
Gina Dodson,37,42.47
Steven Campbell,52,21.78
Steven Gallegos,33,22.23
Stephanie Wang,27,40.95
Jon Contreras,48,23.11
Benjamin Grant,27,34.48
Donald Boyd,58,67.49
Kristina Brooks,54,57.98
Amber Keith,55,29.22
George Colon,36,52.2
Wanda Pittman,23,72.31
Patrick Wallace,32,48.9
Veronica Gilbert,56,65.34
Randall Frey,23,26.7
Brendan Lopez,38,14.9
Oscar Jenkins,26,37.54
Jennifer Garza,51,19.7
Mr. Peter Hurst,34,69.14
Christian Newman,47,20.68
Jamie Mayer,50,17.54
Adam Dean,25,22.84
Philip Clark,47,51.52
Amy Li,27,62.01
Rebecca Warren,39,67.0
Monica Norman,38,63.61
Krystal Stevens,56,58.65
Lauren Cole,26,38.49
Philip Randolph,49,60.09
Joshua Williams,46,74.91
Andrew Moreno,41,36.13
Lisa Johnson,22,66.65
Susan Newman,26,56.51
Rachel Evans,26,44.62
Edward Davis,54,72.88
Cathy Brown,36,61.36
Russell Moore,42,68.57
Kimberly Clayton,21,57.21
Kyle Powell,21,38.58
Emily Davis,53,50.77
Jessica Moore,54,48.42
Stephanie Baker,44,71.37
Mark Miller,60,33.01
Matthew Smith,43,54.99
Carol Mercado,34,25.42
Nicole Richardson,33,71.61
William Hines,26,47.14
Cameron Warner,45,66.29
Bobby Mccarty,41,63.8
Thomas Wong,23,58.34
Amanda Mueller,44,49.68
Tammy Shaw,46,72.94
Monica Nolan,45,23.94
Nicholas Davis,24,67.2
Karen Gonzalez,53,60.97
Vincent Salinas,52,35.24
Ryan Bonilla,24,11.96
Jeffery Knox,44,51.34
Sharon Foster,46,36.79
Katherine Daniels,29,10.07
Mark Schultz,37,21.69
Wendy Webb,31,21.55
Robert Figueroa,51,22.86
Casey Martinez,45,16.27
Patricia Bennett,26,20.32
Andrew Erickson,57,53.42
Paula Smith,57,42.41
Lisa Newman,47,72.07
Cynthia Harvey,39,15.96
James Collins,58,72.31
Carolyn Howard,32,53.48
Jonathan Bean,59,61.55
Donna Kelly,60,23.92
Steven Reese,34,51.08
Shannon Johnson,38,70.21
Michael Russo,49,57.01
Robin Cantu,35,62.8
Anthony Williams,60,21.09
Jamie Price,44,46.31
Stephanie Hodge,43,58.19
Sandra Weber,53,31.63
Mark Riley,49,32.43
Cynthia Leonard,20,64.92
Joshua Mason,52,73.08
Kayla Salazar,37,58.61
David Mcdaniel,46,38.95
Stacey Bryant,44,20.32
Kara Jones,45,45.52
Tiffany Smith,35,53.75
Erica Ward,49,48.75
Douglas King,37,41.82
Samuel Heath,53,26.89
Cindy Evans,45,21.7
Dennis Miller,59,39.24
Margaret Lewis,48,65.89
Michael Chung,26,56.98
Michael Carter,24,52.12
Aaron Cross,23,65.82
Kevin Burch,30,57.43
Amanda Andrews,49,51.29
Carmen Garcia,25,42.29
Misty Johnson,23,34.88
Crystal Rasmussen,34,43.92
Alyssa Montgomery,28,61.02
Jason Dodson,55,30.06
Luis Wheeler,23,10.43
Rebecca Hodges,37,39.96
Charles Lawson,37,58.01
Benjamin Andrade,23,72.59
Michelle Smith,43,66.99
Pamela Bridges,32,26.03
John Miller,25,60.85
William Henderson,33,33.14
Mrs. Kristin Turner,55,67.09
Kevin Dawson,58,47.88
Dawn Higgins,38,70.25
Carlos Chapman,45,36.88
Theresa Johnson,55,16.02
Kristina Roberson,39,17.91
Dawn Boyd,30,68.25
Dr. Bethany Wallace MD,27,32.95
Joanne Martin,59,36.58
Katherine Cortez,59,31.13
Collin Smith,60,64.96
Carlos Lewis,34,51.55
Michelle Miranda,20,20.39
Michael Taylor,56,35.52
Eric Taylor,22,39.25
Aaron Murphy,26,28.64
Andrew Williams,38,52.17
Whitney Wheeler,28,40.61
Robert Davis,20,43.68
Jaclyn Mata,24,22.26
David Brown,44,63.89
David Leblanc,49,14.08
Michael Saunders,60,26.32
Anna Diaz,56,72.6
Mario Scott,34,43.26
Lori Randall,21,33.84
Tracy Nichols,34,44.13
Jennifer Mcdaniel,30,16.03
Timothy Robinson,26,53.58
James Davis,60,17.91
Kyle Riley,33,36.13
Courtney Smith,33,35.7
Craig Thompson,55,70.45
Crystal Rice,51,51.33
James Davis,50,55.74
Vincent Young,42,38.78
Paul Wood,28,21.8
Samantha Davis,30,64.01
Ronald Garcia,58,49.85
James Hood,31,52.03
Michael Davis,22,41.53
Tyrone Johnson,53,74.88
Dr. Natasha Riddle,44,36.88
Cynthia Burns DDS,35,22.25
Nicholas Mitchell,59,67.67
Matthew White,37,34.59
Colin Bryant,49,69.89
Alan Phelps,30,26.85
Alyssa Castro,26,20.59
Thomas Davis,41,22.23
Richard Carroll,22,62.96
Robert Smith,39,51.33
Karen Pope,26,49.65
Marie Atkinson,60,31.45
David Gregory,21,13.8
Adam James,31,15.32
Corey Sanchez,51,61.67
Regina Wilson,57,19.01
James Jones,56,50.57
William Perez,30,16.35
Jennifer Brown,57,56.17
Laura Andrews,39,41.22
Ryan Steele,23,41.27
Alicia Rhodes,42,71.7
Colton Johnson,56,32.82
Brittany Harper,50,71.69
Henry Robinson,22,64.83
Samantha Martinez,34,46.62
Anthony Taylor,21,45.38
William Young,23,35.63
Jason Price,55,14.2
Debra Gonzalez,57,64.88
Rebecca Bruce,26,34.69
Gregory Carter,33,68.2
Shannon Thompson,51,56.44
Scott Walker,48,67.67
Alyssa Brown,21,15.48
Douglas Brown,59,29.57
Francisco Greer,29,61.03
Ronald Foster,44,69.03
Elizabeth Brooks,53,28.77
Tony Jensen,51,60.81
Rodney Beck,49,32.61
Judith Christensen,37,39.83
Jessica Moore,54,28.1
Anita Morris,26,52.61
Diana Woodward,50,15.98
Brooke Garner,55,33.98
Matthew Willis,41,29.79
Steven Young,40,22.03
Stephen Wiley,28,15.01
Benjamin Callahan,59,65.03
James Jordan,33,67.3
Darrell Baker,31,56.66
Wesley Olsen,33,23.88
David Daniels,57,32.17
Andrew Hodges,48,37.33
Darryl Nelson,40,16.35
Corey King,54,53.34
Brandon Ho,28,53.52
Nicole Thompson,37,72.33
Stephanie Cuevas,30,70.96
Vincent Bell,48,39.17
Joshua Bishop,46,49.97
Casey Nelson,41,70.57
Kevin Marshall,52,12.29
Joy Johnson,23,12.8
Rebecca Johnson,39,40.12
Matthew Burns,41,35.04
Derek Villarreal,49,13.53
Wendy Mckinney,27,36.21
Mark Johnson,36,54.24
James Baldwin,28,62.59
Mrs. Traci Brown,20,72.89
Leslie Miller,28,14.22
April Rodriguez,47,20.83
Christine Castro,42,67.53
Michael Castro,38,45.4
Kelly Garcia,39,50.5
Jose Clark,27,67.88
Derrick Torres,30,25.43
Meghan Burns,57,48.59
Gregory Hines,60,62.41
Morgan Torres,21,26.24
Abigail Estrada,36,45.66
Brandon Lindsey,39,54.98
Roy Lucas,45,46.42
Cody Santiago,36,45.94
Lee Stone,48,69.36
Mario Murphy,59,40.66
Anne Morales,34,14.39
Dylan Barnes,43,44.22
Julie Duarte,60,40.75
Jocelyn Powers,25,24.99
Lydia Hodges,45,69.4
Bradley Roberts,28,44.53
Lori Carter,29,47.82
Alyssa Anderson,31,48.78
Justin Stein,35,23.0
Mary Cervantes,54,65.73
Ronald Willis,34,33.05
Shawn Reyes,50,65.85
Nicholas Gomez,31,17.47
Tyler Fisher,38,58.7
Brittany Davis,41,28.51
Shawna Rodriguez,34,32.47
Willie Allen,24,13.99
James Miller,22,24.02
David Scott,24,51.44
Christina Watson,45,51.61
Diana Barber,58,72.09
Jessica Harris,57,65.25
Brian Johnson,41,10.92
Andrea Morgan,38,11.72
Lauren Jones,41,57.13
Christopher Williams,45,46.07
Vincent Cook,22,32.53
Bobby Bradshaw,49,25.88
Karen Moore,24,44.67
Danny Perry,40,37.19
Courtney Henry,27,55.41
Peggy Hughes,43,39.57
Carolyn Taylor,57,61.74
Kayla Dominguez,43,15.05
Paul Lin,56,59.17
Mrs. Bailey Nelson,34,43.54
